"","obs_error","rate_of_change","replicate","sim_fisher_min","sim_log_fisher_min","regime_shift_time"
"1797",0.2,9e-04,1797,427,352,318
"1798",0.25,9e-04,1798,424,348,318
"1799",0.3,9e-04,1799,376,350,318
"1800",0,0.001,1800,393,317,285
"1801",0.05,0.001,1801,393,318,285
"1802",0.1,0.001,1802,394,317,285
"1803",0.15,0.001,1803,342,317,285
"1804",0.2,0.001,1804,393,314,285
"1805",0.25,0.001,1805,342,314,285
"1806",0.3,0.001,1806,394,315,285
"1807",0,0.0011,1807,367,368,260
"1808",0.05,0.0011,1808,367,368,260
"1809",0.1,0.0011,1809,367,368,260
"1810",0.15,0.0011,1810,367,368,260
"1811",0.2,0.0011,1811,368,368,260
"1812",0.25,0.0011,1812,368,369,260
"1813",0.3,0.0011,1813,369,369,260
"1814",0,0.0012,1814,336,336,239
"1815",0.05,0.0012,1815,336,336,239
"1816",0.1,0.0012,1816,336,336,239
"1817",0.15,0.0012,1817,336,336,239
"1818",0.2,0.0012,1818,336,336,239
"1819",0.25,0.0012,1819,335,336,239
"1820",0.3,0.0012,1820,341,338,239
"1821",0,0.0013,1821,316,246,220
"1822",0.05,0.0013,1822,316,246,220
"1823",0.1,0.0013,1823,316,246,220
"1824",0.15,0.0013,1824,315,247,220
"1825",0.2,0.0013,1825,270,245,220
"1826",0.25,0.0013,1826,315,246,220
"1827",0.3,0.0013,1827,270,244,220
"1828",0,0.0014,1828,300,300,204
"1829",0.05,0.0014,1829,300,300,204
"1830",0.1,0.0014,1830,301,300,204
"1831",0.15,0.0014,1831,300,300,204
"1832",0.2,0.0014,1832,300,301,204
"1833",0.25,0.0014,1833,302,302,204
"1834",0.3,0.0014,1834,300,300,204
"1835",0,0.0015,1835,293,212,190
"1836",0.05,0.0015,1836,294,211,190
"1837",0.1,0.0015,1837,293,212,190
"1838",0.15,0.0015,1838,103,211,190
"1839",0.2,0.0015,1839,293,210,190
"1840",0.25,0.0015,1840,240,212,190
"1841",0.3,0.0015,1841,103,210,190
"1842",0,0.0016,1842,268,270,180
"1843",0.05,0.0016,1843,268,270,180
"1844",0.1,0.0016,1844,267,270,180
"1845",0.15,0.0016,1845,268,270,180
"1846",0.2,0.0016,1846,269,271,180
"1847",0.25,0.0016,1847,270,270,180
"1848",0.3,0.0016,1848,269,272,180
"1849",0,6e-04,1849,582,593,476
"1850",0.05,6e-04,1850,582,594,476
"1851",0.1,6e-04,1851,582,597,476
"1852",0.15,6e-04,1852,583,594,476
"1853",0.2,6e-04,1853,552,599,476
"1854",0.25,6e-04,1854,586,593,476
"1855",0.3,6e-04,1855,552,594,476
"1856",0,7e-04,1856,514,516,409
"1857",0.05,7e-04,1857,514,516,409
"1858",0.1,7e-04,1858,515,516,409
"1859",0.15,7e-04,1859,516,518,409
"1860",0.2,7e-04,1860,513,516,409
"1861",0.25,7e-04,1861,516,519,409
"1862",0.3,7e-04,1862,517,518,409
"1863",0,8e-04,1863,472,473,357
"1864",0.05,8e-04,1864,472,473,357
"1865",0.1,8e-04,1865,472,473,357
"1866",0.15,8e-04,1866,473,474,357
"1867",0.2,8e-04,1867,472,474,357
"1868",0.25,8e-04,1868,472,473,357
"1869",0.3,8e-04,1869,473,474,357
"1870",0,9e-04,1870,423,352,318
"1871",0.05,9e-04,1871,423,352,318
"1872",0.1,9e-04,1872,424,352,318
"1873",0.15,9e-04,1873,377,352,318
"1874",0.2,9e-04,1874,428,349,318
"1875",0.25,9e-04,1875,423,351,318
"1876",0.3,9e-04,1876,417,352,318
"1877",0,0.001,1877,393,317,285
"1878",0.05,0.001,1878,391,318,285
"1879",0.1,0.001,1879,393,318,285
"1880",0.15,0.001,1880,342,317,285
"1881",0.2,0.001,1881,395,317,285
"1882",0.25,0.001,1882,341,317,285
"1883",0.3,0.001,1883,341,311,285
"1884",0,0.0011,1884,367,368,260
"1885",0.05,0.0011,1885,367,368,260
"1886",0.1,0.0011,1886,367,368,260
"1887",0.15,0.0011,1887,366,368,260
"1888",0.2,0.0011,1888,367,368,260
"1889",0.25,0.0011,1889,367,368,260
"1890",0.3,0.0011,1890,377,370,260
"1891",0,0.0012,1891,336,336,239
"1892",0.05,0.0012,1892,336,336,239
"1893",0.1,0.0012,1893,336,336,239
"1894",0.15,0.0012,1894,337,336,239
"1895",0.2,0.0012,1895,336,336,239
"1896",0.25,0.0012,1896,336,336,239
"1897",0.3,0.0012,1897,338,337,239
"1898",0,0.0013,1898,316,246,220
"1899",0.05,0.0013,1899,271,246,220
"1900",0.1,0.0013,1900,316,246,220
"1901",0.15,0.0013,1901,321,246,220
"1902",0.2,0.0013,1902,270,246,220
"1903",0.25,0.0013,1903,271,247,220
"1904",0.3,0.0013,1904,270,244,220
"1905",0,0.0014,1905,300,300,204
"1906",0.05,0.0014,1906,300,300,204
"1907",0.1,0.0014,1907,301,300,204
"1908",0.15,0.0014,1908,301,300,204
"1909",0.2,0.0014,1909,300,300,204
"1910",0.25,0.0014,1910,303,301,204
"1911",0.3,0.0014,1911,301,300,204
"1912",0,0.0015,1912,293,212,190
"1913",0.05,0.0015,1913,292,211,190
"1914",0.1,0.0015,1914,291,211,190
"1915",0.15,0.0015,1915,295,211,190
"1916",0.2,0.0015,1916,294,211,190
"1917",0.25,0.0015,1917,107,209,190
"1918",0.3,0.0015,1918,294,212,190
"1919",0,0.0016,1919,268,270,180
"1920",0.05,0.0016,1920,268,269,180
"1921",0.1,0.0016,1921,268,270,180
"1922",0.15,0.0016,1922,268,270,180
"1923",0.2,0.0016,1923,268,270,180
"1924",0.25,0.0016,1924,270,271,180
"1925",0.3,0.0016,1925,269,270,180
"1926",0,6e-04,1926,582,593,476
"1927",0.05,6e-04,1927,582,592,476
"1928",0.1,6e-04,1928,582,591,476
"1929",0.15,6e-04,1929,583,591,476
"1930",0.2,6e-04,1930,582,597,476
"1931",0.25,6e-04,1931,583,591,476
"1932",0.3,6e-04,1932,552,593,476
"1933",0,7e-04,1933,514,516,409
"1934",0.05,7e-04,1934,514,516,409
"1935",0.1,7e-04,1935,515,516,409
"1936",0.15,7e-04,1936,516,516,409
"1937",0.2,7e-04,1937,513,517,409
"1938",0.25,7e-04,1938,515,516,409
"1939",0.3,7e-04,1939,514,518,409
"1940",0,8e-04,1940,472,473,357
"1941",0.05,8e-04,1941,472,473,357
"1942",0.1,8e-04,1942,472,474,357
"1943",0.15,8e-04,1943,474,474,357
"1944",0.2,8e-04,1944,473,473,357
"1945",0.25,8e-04,1945,472,474,357
"1946",0.3,8e-04,1946,474,473,357
"1947",0,9e-04,1947,423,352,318
"1948",0.05,9e-04,1948,423,353,318
"1949",0.1,9e-04,1949,422,352,318
"1950",0.15,9e-04,1950,421,352,318
"1951",0.2,9e-04,1951,428,351,318
"1952",0.25,9e-04,1952,377,354,318
"1953",0.3,9e-04,1953,426,351,318
"1954",0,0.001,1954,393,317,285
"1955",0.05,0.001,1955,392,318,285
"1956",0.1,0.001,1956,395,317,285
"1957",0.15,0.001,1957,341,316,285
"1958",0.2,0.001,1958,342,317,285
"1959",0.25,0.001,1959,342,316,285
"1960",0.3,0.001,1960,391,311,285
"1961",0,0.0011,1961,367,368,260
"1962",0.05,0.0011,1962,367,368,260
"1963",0.1,0.0011,1963,368,368,260
"1964",0.15,0.0011,1964,367,368,260
"1965",0.2,0.0011,1965,367,369,260
"1966",0.25,0.0011,1966,369,369,260
"1967",0.3,0.0011,1967,366,369,260
"1968",0,0.0012,1968,336,336,239
"1969",0.05,0.0012,1969,336,336,239
"1970",0.1,0.0012,1970,336,336,239
"1971",0.15,0.0012,1971,336,336,239
"1972",0.2,0.0012,1972,336,336,239
"1973",0.25,0.0012,1973,336,335,239
"1974",0.3,0.0012,1974,336,336,239
"1975",0,0.0013,1975,316,246,220
"1976",0.05,0.0013,1976,316,246,220
"1977",0.1,0.0013,1977,316,245,220
"1978",0.15,0.0013,1978,271,245,220
"1979",0.2,0.0013,1979,271,245,220
"1980",0.25,0.0013,1980,316,246,220
"1981",0.3,0.0013,1981,270,245,220
"1982",0,0.0014,1982,300,300,204
"1983",0.05,0.0014,1983,300,300,204
"1984",0.1,0.0014,1984,300,300,204
"1985",0.15,0.0014,1985,300,300,204
"1986",0.2,0.0014,1986,301,300,204
"1987",0.25,0.0014,1987,301,300,204
"1988",0.3,0.0014,1988,301,300,204
"1989",0,0.0015,1989,293,212,190
"1990",0.05,0.0015,1990,294,212,190
"1991",0.1,0.0015,1991,292,211,190
"1992",0.15,0.0015,1992,240,211,190
"1993",0.2,0.0015,1993,105,211,190
"1994",0.25,0.0015,1994,240,212,190
"1995",0.3,0.0015,1995,237,210,190
"1996",0,0.0016,1996,268,270,180
"1997",0.05,0.0016,1997,267,269,180
"1998",0.1,0.0016,1998,268,270,180
"1999",0.15,0.0016,1999,269,270,180
"2000",0.2,0.0016,2000,270,270,180
"2001",0.25,0.0016,2001,268,269,180
"2002",0.3,0.0016,2002,272,271,180
"2003",0,6e-04,2003,582,593,476
"2004",0.05,6e-04,2004,582,592,476
"2005",0.1,6e-04,2005,583,591,476
"2006",0.15,6e-04,2006,582,584,476
"2007",0.2,6e-04,2007,552,594,476
"2008",0.25,6e-04,2008,584,591,476
"2009",0.3,6e-04,2009,584,584,476
"2010",0,7e-04,2010,514,516,409
"2011",0.05,7e-04,2011,515,516,409
"2012",0.1,7e-04,2012,515,517,409
"2013",0.15,7e-04,2013,516,517,409
"2014",0.2,7e-04,2014,514,517,409
"2015",0.25,7e-04,2015,514,517,409
"2016",0.3,7e-04,2016,514,521,409
"2017",0,8e-04,2017,472,473,357
"2018",0.05,8e-04,2018,472,473,357
"2019",0.1,8e-04,2019,473,474,357
"2020",0.15,8e-04,2020,473,474,357
"2021",0.2,8e-04,2021,473,474,357
"2022",0.25,8e-04,2022,474,474,357
"2023",0.3,8e-04,2023,474,473,357
"2024",0,9e-04,2024,423,352,318
"2025",0.05,9e-04,2025,425,352,318
"2026",0.1,9e-04,2026,424,352,318
"2027",0.15,9e-04,2027,422,349,318
"2028",0.2,9e-04,2028,429,350,318
"2029",0.25,9e-04,2029,377,352,318
"2030",0.3,9e-04,2030,426,350,318
"2031",0,0.001,2031,393,317,285
"2032",0.05,0.001,2032,393,318,285
"2033",0.1,0.001,2033,394,316,285
"2034",0.15,0.001,2034,342,317,285
"2035",0.2,0.001,2035,398,318,285
"2036",0.25,0.001,2036,396,313,285
"2037",0.3,0.001,2037,393,317,285
"2038",0,0.0011,2038,367,368,260
"2039",0.05,0.0011,2039,367,368,260
"2040",0.1,0.0011,2040,367,368,260
"2041",0.15,0.0011,2041,368,369,260
"2042",0.2,0.0011,2042,371,369,260
"2043",0.25,0.0011,2043,367,369,260
"2044",0.3,0.0011,2044,369,370,260
"2045",0,0.0012,2045,336,336,239
"2046",0.05,0.0012,2046,336,336,239
"2047",0.1,0.0012,2047,336,336,239
"2048",0.15,0.0012,2048,335,336,239
"2049",0.2,0.0012,2049,337,337,239
"2050",0.25,0.0012,2050,336,337,239
"2051",0.3,0.0012,2051,337,336,239
"2052",0,0.0013,2052,316,246,220
"2053",0.05,0.0013,2053,271,246,220
"2054",0.1,0.0013,2054,317,245,220
"2055",0.15,0.0013,2055,270,245,220
"2056",0.2,0.0013,2056,270,247,220
"2057",0.25,0.0013,2057,316,246,220
"2058",0.3,0.0013,2058,321,247,220
"2059",0,0.0014,2059,300,300,204
"2060",0.05,0.0014,2060,300,300,204
"2061",0.1,0.0014,2061,300,300,204
"2062",0.15,0.0014,2062,300,300,204
"2063",0.2,0.0014,2063,301,301,204
"2064",0.25,0.0014,2064,302,301,204
"2065",0.3,0.0014,2065,301,302,204
"2066",0,0.0015,2066,293,212,190
"2067",0.05,0.0015,2067,292,211,190
"2068",0.1,0.0015,2068,292,212,190
"2069",0.15,0.0015,2069,290,212,190
"2070",0.2,0.0015,2070,236,211,190
"2071",0.25,0.0015,2071,239,211,190
"2072",0.3,0.0015,2072,109,210,190
"2073",0,0.0016,2073,268,270,180
"2074",0.05,0.0016,2074,268,269,180
"2075",0.1,0.0016,2075,268,270,180
"2076",0.15,0.0016,2076,269,270,180
"2077",0.2,0.0016,2077,269,269,180
"2078",0.25,0.0016,2078,272,272,180
"2079",0.3,0.0016,2079,269,271,180
"2080",0,6e-04,2080,582,593,476
"2081",0.05,6e-04,2081,552,595,476
"2082",0.1,6e-04,2082,583,592,476
"2083",0.15,6e-04,2083,582,592,476
"2084",0.2,6e-04,2084,552,599,476
"2085",0.25,6e-04,2085,583,591,476
"2086",0.3,6e-04,2086,584,591,476
"2087",0,7e-04,2087,514,516,409
"2088",0.05,7e-04,2088,515,516,409
"2089",0.1,7e-04,2089,515,517,409
"2090",0.15,7e-04,2090,515,516,409
"2091",0.2,7e-04,2091,514,516,409
"2092",0.25,7e-04,2092,518,518,409
"2093",0.3,7e-04,2093,515,516,409
"2094",0,8e-04,2094,472,473,357
"2095",0.05,8e-04,2095,472,474,357
"2096",0.1,8e-04,2096,472,473,357
"2097",0.15,8e-04,2097,473,474,357
"2098",0.2,8e-04,2098,473,388,357
"2099",0.25,8e-04,2099,474,474,357
"2100",0.3,8e-04,2100,471,473,357
"2101",0,9e-04,2101,423,352,318
"2102",0.05,9e-04,2102,422,353,318
"2103",0.1,9e-04,2103,423,352,318
"2104",0.15,9e-04,2104,424,352,318
"2105",0.2,9e-04,2105,421,350,318
"2106",0.25,9e-04,2106,422,352,318
"2107",0.3,9e-04,2107,422,353,318
"2108",0,0.001,2108,393,317,285
"2109",0.05,0.001,2109,393,317,285
"2110",0.1,0.001,2110,342,317,285
"2111",0.15,0.001,2111,342,317,285
"2112",0.2,0.001,2112,341,315,285
"2113",0.25,0.001,2113,395,314,285
"2114",0.3,0.001,2114,342,316,285
"2115",0,0.0011,2115,367,368,260
"2116",0.05,0.0011,2116,367,368,260
"2117",0.1,0.0011,2117,368,368,260
"2118",0.15,0.0011,2118,368,368,260
"2119",0.2,0.0011,2119,370,369,260
"2120",0.25,0.0011,2120,373,368,260
"2121",0.3,0.0011,2121,368,368,260
"2122",0,0.0012,2122,336,336,239
"2123",0.05,0.0012,2123,336,336,239
"2124",0.1,0.0012,2124,336,336,239
"2125",0.15,0.0012,2125,335,335,239
"2126",0.2,0.0012,2126,337,336,239
"2127",0.25,0.0012,2127,338,337,239
"2128",0.3,0.0012,2128,336,336,239
"2129",0,0.0013,2129,316,246,220
"2130",0.05,0.0013,2130,317,246,220
"2131",0.1,0.0013,2131,271,246,220
"2132",0.15,0.0013,2132,316,245,220
"2133",0.2,0.0013,2133,271,245,220
"2134",0.25,0.0013,2134,271,248,220
"2135",0.3,0.0013,2135,316,244,220
"2136",0,0.0014,2136,300,300,204
"2137",0.05,0.0014,2137,300,300,204
"2138",0.1,0.0014,2138,300,300,204
"2139",0.15,0.0014,2139,300,300,204
"2140",0.2,0.0014,2140,301,301,204
"2141",0.25,0.0014,2141,303,301,204
"2142",0.3,0.0014,2142,302,300,204
"2143",0,0.0015,2143,293,212,190
"2144",0.05,0.0015,2144,294,212,190
"2145",0.1,0.0015,2145,292,212,190
"2146",0.15,0.0015,2146,104,210,190
"2147",0.2,0.0015,2147,240,212,190
"2148",0.25,0.0015,2148,110,210,190
"2149",0.3,0.0015,2149,292,210,190
"2150",0,0.0016,2150,268,270,180
"2151",0.05,0.0016,2151,268,270,180
"2152",0.1,0.0016,2152,267,270,180
"2153",0.15,0.0016,2153,268,270,180
"2154",0.2,0.0016,2154,269,271,180
"2155",0.25,0.0016,2155,268,270,180
"2156",0.3,0.0016,2156,267,275,180
"2157",0,6e-04,2157,582,593,476
"2158",0.05,6e-04,2158,583,593,476
"2159",0.1,6e-04,2159,582,594,476
"2160",0.15,6e-04,2160,552,595,476
"2161",0.2,6e-04,2161,583,590,476
"2162",0.25,6e-04,2162,584,591,476
"2163",0.3,6e-04,2163,583,592,476
"2164",0,7e-04,2164,514,516,409
"2165",0.05,7e-04,2165,514,516,409
"2166",0.1,7e-04,2166,514,517,409
"2167",0.15,7e-04,2167,514,516,409
"2168",0.2,7e-04,2168,514,518,409
"2169",0.25,7e-04,2169,514,517,409
"2170",0.3,7e-04,2170,513,519,409
"2171",0,8e-04,2171,472,473,357
"2172",0.05,8e-04,2172,473,473,357
"2173",0.1,8e-04,2173,472,474,357
"2174",0.15,8e-04,2174,471,473,357
"2175",0.2,8e-04,2175,472,388,357
"2176",0.25,8e-04,2176,473,473,357
"2177",0.3,8e-04,2177,476,474,357
"2178",0,9e-04,2178,423,352,318
"2179",0.05,9e-04,2179,422,352,318
"2180",0.1,9e-04,2180,425,352,318
"2181",0.15,9e-04,2181,422,352,318
"2182",0.2,9e-04,2182,377,352,318
"2183",0.25,9e-04,2183,427,352,318
"2184",0.3,9e-04,2184,377,348,318
"2185",0,0.001,2185,393,317,285
"2186",0.05,0.001,2186,393,317,285
"2187",0.1,0.001,2187,394,317,285
"2188",0.15,0.001,2188,394,317,285
"2189",0.2,0.001,2189,397,313,285
"2190",0.25,0.001,2190,399,316,285
"2191",0.3,0.001,2191,392,317,285
"2192",0,0.0011,2192,367,368,260
"2193",0.05,0.0011,2193,367,368,260
"2194",0.1,0.0011,2194,366,368,260
"2195",0.15,0.0011,2195,368,369,260
"2196",0.2,0.0011,2196,367,369,260
"2197",0.25,0.0011,2197,368,369,260
"2198",0.3,0.0011,2198,367,369,260
"2199",0,0.0012,2199,336,336,239
"2200",0.05,0.0012,2200,336,336,239
"2201",0.1,0.0012,2201,336,336,239
"2202",0.15,0.0012,2202,336,336,239
"2203",0.2,0.0012,2203,337,337,239
"2204",0.25,0.0012,2204,336,337,239
"2205",0.3,0.0012,2205,337,337,239
"2206",0,0.0013,2206,316,246,220
"2207",0.05,0.0013,2207,316,246,220
"2208",0.1,0.0013,2208,271,247,220
"2209",0.15,0.0013,2209,315,246,220
"2210",0.2,0.0013,2210,317,246,220
"2211",0.25,0.0013,2211,270,246,220
"2212",0.3,0.0013,2212,271,244,220
"2213",0,0.0014,2213,300,300,204
"2214",0.05,0.0014,2214,300,300,204
"2215",0.1,0.0014,2215,300,300,204
"2216",0.15,0.0014,2216,301,300,204
"2217",0.2,0.0014,2217,302,301,204
"2218",0.25,0.0014,2218,301,300,204
"2219",0.3,0.0014,2219,303,300,204
"2220",0,0.0015,2220,293,212,190
"2221",0.05,0.0015,2221,240,211,190
"2222",0.1,0.0015,2222,104,212,190
"2223",0.15,0.0015,2223,239,211,190
"2224",0.2,0.0015,2224,105,211,190
"2225",0.25,0.0015,2225,239,210,190
"2226",0.3,0.0015,2226,240,209,190
"2227",0,0.0016,2227,268,270,180
"2228",0.05,0.0016,2228,268,270,180
"2229",0.1,0.0016,2229,268,270,180
"2230",0.15,0.0016,2230,270,270,180
"2231",0.2,0.0016,2231,271,271,180
"2232",0.25,0.0016,2232,267,271,180
"2233",0.3,0.0016,2233,271,272,180
"2234",0,6e-04,2234,582,593,476
"2235",0.05,6e-04,2235,552,594,476
"2236",0.1,6e-04,2236,583,588,476
"2237",0.15,6e-04,2237,552,599,476
"2238",0.2,6e-04,2238,585,588,476
"2239",0.25,6e-04,2239,585,591,476
"2240",0.3,6e-04,2240,589,589,476
"2241",0,7e-04,2241,514,516,409
"2242",0.05,7e-04,2242,514,516,409
"2243",0.1,7e-04,2243,514,516,409
"2244",0.15,7e-04,2244,515,518,409
"2245",0.2,7e-04,2245,516,516,409
"2246",0.25,7e-04,2246,517,518,409
"2247",0.3,7e-04,2247,518,519,409
"2248",0,8e-04,2248,472,473,357
"2249",0.05,8e-04,2249,472,473,357
"2250",0.1,8e-04,2250,474,474,357
"2251",0.15,8e-04,2251,472,473,357
"2252",0.2,8e-04,2252,472,474,357
"2253",0.25,8e-04,2253,474,474,357
"2254",0.3,8e-04,2254,475,474,357
"2255",0,9e-04,2255,423,352,318
"2256",0.05,9e-04,2256,422,352,318
"2257",0.1,9e-04,2257,426,353,318
"2258",0.15,9e-04,2258,377,352,318
"2259",0.2,9e-04,2259,377,353,318
"2260",0.25,9e-04,2260,423,348,318
"2261",0.3,9e-04,2261,376,349,318
"2262",0,0.001,2262,393,317,285
"2263",0.05,0.001,2263,393,317,285
"2264",0.1,0.001,2264,391,317,285
"2265",0.15,0.001,2265,394,316,285
"2266",0.2,0.001,2266,389,316,285
"2267",0.25,0.001,2267,342,316,285
"2268",0.3,0.001,2268,399,317,285
"2269",0,0.0011,2269,367,368,260
"2270",0.05,0.0011,2270,367,368,260
"2271",0.1,0.0011,2271,367,368,260
"2272",0.15,0.0011,2272,367,368,260
"2273",0.2,0.0011,2273,367,368,260
"2274",0.25,0.0011,2274,365,368,260
"2275",0.3,0.0011,2275,367,368,260
"2276",0,0.0012,2276,336,336,239
"2277",0.05,0.0012,2277,336,336,239
"2278",0.1,0.0012,2278,336,336,239
"2279",0.15,0.0012,2279,336,336,239
"2280",0.2,0.0012,2280,337,336,239
"2281",0.25,0.0012,2281,337,336,239
"2282",0.3,0.0012,2282,337,337,239
"2283",0,0.0013,2283,316,246,220
"2284",0.05,0.0013,2284,316,246,220
"2285",0.1,0.0013,2285,316,246,220
"2286",0.15,0.0013,2286,271,246,220
"2287",0.2,0.0013,2287,313,247,220
"2288",0.25,0.0013,2288,273,247,220
"2289",0.3,0.0013,2289,311,245,220
"2290",0,0.0014,2290,300,300,204
"2291",0.05,0.0014,2291,300,300,204
"2292",0.1,0.0014,2292,300,300,204
"2293",0.15,0.0014,2293,300,300,204
"2294",0.2,0.0014,2294,301,300,204
"2295",0.25,0.0014,2295,300,302,204
"2296",0.3,0.0014,2296,302,301,204
"2297",0,0.0015,2297,293,212,190
"2298",0.05,0.0015,2298,294,212,190
"2299",0.1,0.0015,2299,105,211,190
"2300",0.15,0.0015,2300,106,210,190
"2301",0.2,0.0015,2301,106,212,190
"2302",0.25,0.0015,2302,294,212,190
"2303",0.3,0.0015,2303,106,209,190
"2304",0,0.0016,2304,268,270,180
"2305",0.05,0.0016,2305,267,269,180
"2306",0.1,0.0016,2306,270,271,180
"2307",0.15,0.0016,2307,268,270,180
"2308",0.2,0.0016,2308,268,270,180
"2309",0.25,0.0016,2309,269,270,180
"2310",0.3,0.0016,2310,271,272,180
"2311",0,6e-04,2311,582,593,476
"2312",0.05,6e-04,2312,582,593,476
"2313",0.1,6e-04,2313,582,591,476
"2314",0.15,6e-04,2314,585,590,476
"2315",0.2,6e-04,2315,582,599,476
"2316",0.25,6e-04,2316,585,592,476
"2317",0.3,6e-04,2317,583,592,476
"2318",0,7e-04,2318,514,516,409
"2319",0.05,7e-04,2319,515,516,409
"2320",0.1,7e-04,2320,515,516,409
"2321",0.15,7e-04,2321,515,517,409
"2322",0.2,7e-04,2322,514,517,409
"2323",0.25,7e-04,2323,599,518,409
"2324",0.3,7e-04,2324,519,515,409
"2325",0,8e-04,2325,472,473,357
"2326",0.05,8e-04,2326,472,473,357
"2327",0.1,8e-04,2327,472,473,357
"2328",0.15,8e-04,2328,473,473,357
"2329",0.2,8e-04,2329,472,389,357
"2330",0.25,8e-04,2330,471,474,357
"2331",0.3,8e-04,2331,474,474,357
"2332",0,9e-04,2332,423,352,318
"2333",0.05,9e-04,2333,424,353,318
"2334",0.1,9e-04,2334,422,352,318
"2335",0.15,9e-04,2335,429,352,318
"2336",0.2,9e-04,2336,422,350,318
"2337",0.25,9e-04,2337,423,352,318
"2338",0.3,9e-04,2338,419,354,318
"2339",0,0.001,2339,393,317,285
"2340",0.05,0.001,2340,392,317,285
"2341",0.1,0.001,2341,395,318,285
"2342",0.15,0.001,2342,393,317,285
"2343",0.2,0.001,2343,342,313,285
"2344",0.25,0.001,2344,342,316,285
"2345",0.3,0.001,2345,342,313,285
"2346",0,0.0011,2346,367,368,260
"2347",0.05,0.0011,2347,367,368,260
"2348",0.1,0.0011,2348,368,368,260
"2349",0.15,0.0011,2349,368,368,260
"2350",0.2,0.0011,2350,369,369,260
"2351",0.25,0.0011,2351,369,368,260
"2352",0.3,0.0011,2352,370,370,260
"2353",0,0.0012,2353,336,336,239
"2354",0.05,0.0012,2354,336,336,239
"2355",0.1,0.0012,2355,336,336,239
"2356",0.15,0.0012,2356,337,336,239
"2357",0.2,0.0012,2357,337,336,239
"2358",0.25,0.0012,2358,336,336,239
"2359",0.3,0.0012,2359,336,336,239
"2360",0,0.0013,2360,316,246,220
"2361",0.05,0.0013,2361,271,246,220
"2362",0.1,0.0013,2362,271,246,220
"2363",0.15,0.0013,2363,270,242,220
"2364",0.2,0.0013,2364,317,246,220
"2365",0.25,0.0013,2365,270,244,220
"2366",0.3,0.0013,2366,317,247,220
"2367",0,0.0014,2367,300,300,204
"2368",0.05,0.0014,2368,300,300,204
"2369",0.1,0.0014,2369,300,300,204
"2370",0.15,0.0014,2370,300,300,204
"2371",0.2,0.0014,2371,300,300,204
"2372",0.25,0.0014,2372,300,300,204
"2373",0.3,0.0014,2373,300,300,204
"2374",0,0.0015,2374,293,212,190
"2375",0.05,0.0015,2375,293,211,190
"2376",0.1,0.0015,2376,295,211,190
"2377",0.15,0.0015,2377,295,212,190
"2378",0.2,0.0015,2378,240,212,190
"2379",0.25,0.0015,2379,239,210,190
"2380",0.3,0.0015,2380,295,210,190
"2381",0,0.0016,2381,268,270,180
"2382",0.05,0.0016,2382,268,269,180
"2383",0.1,0.0016,2383,268,270,180
"2384",0.15,0.0016,2384,269,270,180
"2385",0.2,0.0016,2385,269,270,180
"2386",0.25,0.0016,2386,268,271,180
"2387",0.3,0.0016,2387,267,270,180
"2388",0,6e-04,2388,582,593,476
"2389",0.05,6e-04,2389,582,593,476
"2390",0.1,6e-04,2390,582,592,476
"2391",0.15,6e-04,2391,583,591,476
"2392",0.2,6e-04,2392,553,593,476
"2393",0.25,6e-04,2393,584,599,476
"2394",0.3,6e-04,2394,587,590,476
"2395",0,7e-04,2395,514,516,409
"2396",0.05,7e-04,2396,514,516,409
"2397",0.1,7e-04,2397,514,516,409
"2398",0.15,7e-04,2398,515,517,409
"2399",0.2,7e-04,2399,516,517,409
"2400",0.25,7e-04,2400,518,518,409
"2401",0.3,7e-04,2401,514,516,409
"2402",0,8e-04,2402,472,473,357
"2403",0.05,8e-04,2403,472,473,357
"2404",0.1,8e-04,2404,473,473,357
"2405",0.15,8e-04,2405,472,474,357
"2406",0.2,8e-04,2406,473,474,357
"2407",0.25,8e-04,2407,472,474,357
"2408",0.3,8e-04,2408,471,474,357
"2409",0,9e-04,2409,423,352,318
"2410",0.05,9e-04,2410,424,352,318
"2411",0.1,9e-04,2411,425,352,318
"2412",0.15,9e-04,2412,429,352,318
"2413",0.2,9e-04,2413,422,347,318
"2414",0.25,9e-04,2414,429,347,318
"2415",0.3,9e-04,2415,425,351,318
"2416",0,0.001,2416,393,317,285
"2417",0.05,0.001,2417,392,318,285
"2418",0.1,0.001,2418,394,316,285
"2419",0.15,0.001,2419,342,318,285
"2420",0.2,0.001,2420,342,317,285
"2421",0.25,0.001,2421,392,316,285
"2422",0.3,0.001,2422,394,317,285
"2423",0,0.0011,2423,367,368,260
"2424",0.05,0.0011,2424,367,368,260
"2425",0.1,0.0011,2425,367,368,260
"2426",0.15,0.0011,2426,368,369,260
"2427",0.2,0.0011,2427,369,368,260
"2428",0.25,0.0011,2428,368,369,260
"2429",0.3,0.0011,2429,368,369,260
"2430",0,0.0012,2430,336,336,239
"2431",0.05,0.0012,2431,336,336,239
"2432",0.1,0.0012,2432,336,336,239
"2433",0.15,0.0012,2433,337,336,239
"2434",0.2,0.0012,2434,337,336,239
"2435",0.25,0.0012,2435,336,336,239
"2436",0.3,0.0012,2436,338,336,239
"2437",0,0.0013,2437,316,246,220
"2438",0.05,0.0013,2438,271,245,220
"2439",0.1,0.0013,2439,316,247,220
"2440",0.15,0.0013,2440,315,246,220
"2441",0.2,0.0013,2441,317,247,220
