"","obs_error","rate_of_change","replicate","sim_fisher_min","sim_log_fisher_min","regime_shift_time"
"5619",0.2,-4e-04,5619,300,206,236
"5620",0.25,-4e-04,5620,297,213,236
"5621",0.3,-4e-04,5621,296,298,236
"5622",0,-5e-04,5622,234,232,189
"5623",0.05,-5e-04,5623,234,232,189
"5624",0.1,-5e-04,5624,235,233,189
"5625",0.15,-5e-04,5625,235,233,189
"5626",0.2,-5e-04,5626,235,233,189
"5627",0.25,-5e-04,5627,234,232,189
"5628",0.3,-5e-04,5628,236,233,189
"5629",0,-6e-04,5629,202,203,157
"5630",0.05,-6e-04,5630,202,203,157
"5631",0.1,-6e-04,5631,202,204,157
"5632",0.15,-6e-04,5632,203,204,157
"5633",0.2,-6e-04,5633,201,200,157
"5634",0.25,-6e-04,5634,202,199,157
"5635",0.3,-6e-04,5635,200,198,157
"5636",0,-7e-04,5636,190,106,135
"5637",0.05,-7e-04,5637,190,106,135
"5638",0.1,-7e-04,5638,190,106,135
"5639",0.15,-7e-04,5639,190,104,135
"5640",0.2,-7e-04,5640,190,103,135
"5641",0.25,-7e-04,5641,191,105,135
"5642",0.3,-7e-04,5642,191,107,135
"5643",0,-8e-04,5643,162,159,118
"5644",0.05,-8e-04,5644,162,159,118
"5645",0.1,-8e-04,5645,162,159,118
"5646",0.15,-8e-04,5646,162,160,118
"5647",0.2,-8e-04,5647,163,160,118
"5648",0.25,-8e-04,5648,161,159,118
"5649",0.3,-8e-04,5649,162,159,118
"5650",0,-9e-04,5650,157,155,105
"5651",0.05,-9e-04,5651,157,155,105
"5652",0.1,-9e-04,5652,157,155,105
"5653",0.15,-9e-04,5653,156,155,105
"5654",0.2,-9e-04,5654,157,74,105
"5655",0.25,-9e-04,5655,157,156,105
"5656",0.3,-9e-04,5656,158,156,105
"5657",0,-0.001,5657,141,73,95
"5658",0.05,-0.001,5658,141,73,95
"5659",0.1,-0.001,5659,150,73,95
"5660",0.15,-0.001,5660,140,72,95
"5661",0.2,-0.001,5661,149,72,95
"5662",0.25,-0.001,5662,105,71,95
"5663",0.3,-0.001,5663,139,73,95
"5664",0,-0.0011,5664,128,125,86
"5665",0.05,-0.0011,5665,128,125,86
"5666",0.1,-0.0011,5666,128,125,86
"5667",0.15,-0.0011,5667,129,126,86
"5668",0.2,-0.0011,5668,128,125,86
"5669",0.25,-0.0011,5669,129,126,86
"5670",0.3,-0.0011,5670,129,126,86
"5671",0,-2e-04,5671,539,462,473
"5672",0.05,-2e-04,5672,539,541,473
"5673",0.1,-2e-04,5673,539,462,473
"5674",0.15,-2e-04,5674,542,462,473
"5675",0.2,-2e-04,5675,537,540,473
"5676",0.25,-2e-04,5676,543,512,473
"5677",0.3,-2e-04,5677,549,547,473
"5678",0,-3e-04,5678,370,369,314
"5679",0.05,-3e-04,5679,370,369,314
"5680",0.1,-3e-04,5680,370,368,314
"5681",0.15,-3e-04,5681,370,369,314
"5682",0.2,-3e-04,5682,370,368,314
"5683",0.25,-3e-04,5683,370,368,314
"5684",0.3,-3e-04,5684,370,369,314
"5685",0,-4e-04,5685,296,298,236
"5686",0.05,-4e-04,5686,295,297,236
"5687",0.1,-4e-04,5687,297,213,236
"5688",0.15,-4e-04,5688,298,208,236
"5689",0.2,-4e-04,5689,296,297,236
"5690",0.25,-4e-04,5690,296,297,236
"5691",0.3,-4e-04,5691,296,297,236
"5692",0,-5e-04,5692,234,232,189
"5693",0.05,-5e-04,5693,235,232,189
"5694",0.1,-5e-04,5694,235,233,189
"5695",0.15,-5e-04,5695,235,235,189
"5696",0.2,-5e-04,5696,234,233,189
"5697",0.25,-5e-04,5697,235,234,189
"5698",0.3,-5e-04,5698,236,234,189
"5699",0,-6e-04,5699,202,203,157
"5700",0.05,-6e-04,5700,202,203,157
"5701",0.1,-6e-04,5701,202,203,157
"5702",0.15,-6e-04,5702,202,201,157
"5703",0.2,-6e-04,5703,203,204,157
"5704",0.25,-6e-04,5704,201,199,157
"5705",0.3,-6e-04,5705,202,203,157
"5706",0,-7e-04,5706,190,106,135
"5707",0.05,-7e-04,5707,190,106,135
"5708",0.1,-7e-04,5708,190,106,135
"5709",0.15,-7e-04,5709,190,105,135
"5710",0.2,-7e-04,5710,190,104,135
"5711",0.25,-7e-04,5711,191,103,135
"5712",0.3,-7e-04,5712,190,108,135
"5713",0,-8e-04,5713,162,159,118
"5714",0.05,-8e-04,5714,162,159,118
"5715",0.1,-8e-04,5715,162,159,118
"5716",0.15,-8e-04,5716,162,159,118
"5717",0.2,-8e-04,5717,162,159,118
"5718",0.25,-8e-04,5718,162,159,118
"5719",0.3,-8e-04,5719,161,159,118
"5720",0,-9e-04,5720,157,155,105
"5721",0.05,-9e-04,5721,157,155,105
"5722",0.1,-9e-04,5722,156,155,105
"5723",0.15,-9e-04,5723,157,156,105
"5724",0.2,-9e-04,5724,157,155,105
"5725",0.25,-9e-04,5725,156,74,105
"5726",0.3,-9e-04,5726,157,155,105
"5727",0,-0.001,5727,141,73,95
"5728",0.05,-0.001,5728,140,73,95
"5729",0.1,-0.001,5729,148,73,95
"5730",0.15,-0.001,5730,141,71,95
"5731",0.2,-0.001,5731,150,73,95
"5732",0.25,-0.001,5732,97,71,95
"5733",0.3,-0.001,5733,143,72,95
"5734",0,-0.0011,5734,128,125,86
"5735",0.05,-0.0011,5735,128,125,86
"5736",0.1,-0.0011,5736,128,125,86
"5737",0.15,-0.0011,5737,128,125,86
"5738",0.2,-0.0011,5738,128,125,86
"5739",0.25,-0.0011,5739,129,126,86
"5740",0.3,-0.0011,5740,128,125,86
"5741",0,-2e-04,5741,539,462,473
"5742",0.05,-2e-04,5742,539,462,473
"5743",0.1,-2e-04,5743,539,538,473
"5744",0.15,-2e-04,5744,538,543,473
"5745",0.2,-2e-04,5745,538,540,473
"5746",0.25,-2e-04,5746,547,512,473
"5747",0.3,-2e-04,5747,544,462,473
"5748",0,-3e-04,5748,370,369,314
"5749",0.05,-3e-04,5749,370,369,314
"5750",0.1,-3e-04,5750,370,369,314
"5751",0.15,-3e-04,5751,370,369,314
"5752",0.2,-3e-04,5752,370,369,314
"5753",0.25,-3e-04,5753,370,369,314
"5754",0.3,-3e-04,5754,370,369,314
"5755",0,-4e-04,5755,296,298,236
"5756",0.05,-4e-04,5756,296,298,236
"5757",0.1,-4e-04,5757,297,207,236
"5758",0.15,-4e-04,5758,296,207,236
"5759",0.2,-4e-04,5759,298,305,236
"5760",0.25,-4e-04,5760,296,210,236
"5761",0.3,-4e-04,5761,298,213,236
"5762",0,-5e-04,5762,234,232,189
"5763",0.05,-5e-04,5763,234,232,189
"5764",0.1,-5e-04,5764,235,234,189
"5765",0.15,-5e-04,5765,234,232,189
"5766",0.2,-5e-04,5766,234,232,189
"5767",0.25,-5e-04,5767,237,235,189
"5768",0.3,-5e-04,5768,236,234,189
"5769",0,-6e-04,5769,202,203,157
"5770",0.05,-6e-04,5770,202,203,157
"5771",0.1,-6e-04,5771,202,203,157
"5772",0.15,-6e-04,5772,204,205,157
"5773",0.2,-6e-04,5773,204,203,157
"5774",0.25,-6e-04,5774,200,198,157
"5775",0.3,-6e-04,5775,206,203,157
"5776",0,-7e-04,5776,190,106,135
"5777",0.05,-7e-04,5777,190,105,135
"5778",0.1,-7e-04,5778,190,106,135
"5779",0.15,-7e-04,5779,190,105,135
"5780",0.2,-7e-04,5780,191,105,135
"5781",0.25,-7e-04,5781,192,103,135
"5782",0.3,-7e-04,5782,191,100,135
"5783",0,-8e-04,5783,162,159,118
"5784",0.05,-8e-04,5784,162,159,118
"5785",0.1,-8e-04,5785,162,159,118
"5786",0.15,-8e-04,5786,162,159,118
"5787",0.2,-8e-04,5787,162,160,118
"5788",0.25,-8e-04,5788,161,159,118
"5789",0.3,-8e-04,5789,162,159,118
"5790",0,-9e-04,5790,157,155,105
"5791",0.05,-9e-04,5791,157,155,105
"5792",0.1,-9e-04,5792,156,155,105
"5793",0.15,-9e-04,5793,156,156,105
"5794",0.2,-9e-04,5794,156,155,105
"5795",0.25,-9e-04,5795,157,156,105
"5796",0.3,-9e-04,5796,158,76,105
"5797",0,-0.001,5797,141,73,95
"5798",0.05,-0.001,5798,141,73,95
"5799",0.1,-0.001,5799,140,73,95
"5800",0.15,-0.001,5800,145,72,95
"5801",0.2,-0.001,5801,141,72,95
"5802",0.25,-0.001,5802,138,72,95
"5803",0.3,-0.001,5803,141,71,95
"5804",0,-0.0011,5804,128,125,86
"5805",0.05,-0.0011,5805,128,125,86
"5806",0.1,-0.0011,5806,128,125,86
"5807",0.15,-0.0011,5807,128,125,86
"5808",0.2,-0.0011,5808,129,126,86
"5809",0.25,-0.0011,5809,128,125,86
"5810",0.3,-0.0011,5810,129,126,86
"5811",0,-2e-04,5811,539,462,473
"5812",0.05,-2e-04,5812,538,542,473
"5813",0.1,-2e-04,5813,544,462,473
"5814",0.15,-2e-04,5814,545,463,473
"5815",0.2,-2e-04,5815,539,462,473
"5816",0.25,-2e-04,5816,536,462,473
"5817",0.3,-2e-04,5817,539,542,473
"5818",0,-3e-04,5818,370,369,314
"5819",0.05,-3e-04,5819,370,369,314
"5820",0.1,-3e-04,5820,370,368,314
"5821",0.15,-3e-04,5821,370,369,314
"5822",0.2,-3e-04,5822,370,369,314
"5823",0.25,-3e-04,5823,371,369,314
"5824",0.3,-3e-04,5824,371,370,314
"5825",0,-4e-04,5825,296,298,236
"5826",0.05,-4e-04,5826,296,212,236
"5827",0.1,-4e-04,5827,295,208,236
"5828",0.15,-4e-04,5828,298,304,236
"5829",0.2,-4e-04,5829,300,206,236
"5830",0.25,-4e-04,5830,294,207,236
"5831",0.3,-4e-04,5831,296,296,236
"5832",0,-5e-04,5832,234,232,189
"5833",0.05,-5e-04,5833,234,232,189
"5834",0.1,-5e-04,5834,235,238,189
"5835",0.15,-5e-04,5835,234,232,189
"5836",0.2,-5e-04,5836,234,233,189
"5837",0.25,-5e-04,5837,235,232,189
"5838",0.3,-5e-04,5838,236,235,189
"5839",0,-6e-04,5839,202,203,157
"5840",0.05,-6e-04,5840,203,203,157
"5841",0.1,-6e-04,5841,203,204,157
"5842",0.15,-6e-04,5842,203,205,157
"5843",0.2,-6e-04,5843,204,203,157
"5844",0.25,-6e-04,5844,203,201,157
"5845",0.3,-6e-04,5845,203,204,157
"5846",0,-7e-04,5846,190,106,135
"5847",0.05,-7e-04,5847,190,106,135
"5848",0.1,-7e-04,5848,191,105,135
"5849",0.15,-7e-04,5849,190,105,135
"5850",0.2,-7e-04,5850,191,105,135
"5851",0.25,-7e-04,5851,189,104,135
"5852",0.3,-7e-04,5852,191,21,135
"5853",0,-8e-04,5853,162,159,118
"5854",0.05,-8e-04,5854,162,159,118
"5855",0.1,-8e-04,5855,162,159,118
"5856",0.15,-8e-04,5856,162,159,118
"5857",0.2,-8e-04,5857,162,160,118
"5858",0.25,-8e-04,5858,162,159,118
"5859",0.3,-8e-04,5859,163,160,118
"5860",0,-9e-04,5860,157,155,105
"5861",0.05,-9e-04,5861,157,155,105
"5862",0.1,-9e-04,5862,156,155,105
"5863",0.15,-9e-04,5863,157,156,105
"5864",0.2,-9e-04,5864,157,155,105
"5865",0.25,-9e-04,5865,157,155,105
"5866",0.3,-9e-04,5866,157,156,105
"5867",0,-0.001,5867,141,73,95
"5868",0.05,-0.001,5868,145,73,95
"5869",0.1,-0.001,5869,140,72,95
"5870",0.15,-0.001,5870,154,72,95
"5871",0.2,-0.001,5871,145,73,95
"5872",0.25,-0.001,5872,139,72,95
"5873",0.3,-0.001,5873,150,71,95
"5874",0,-0.0011,5874,128,125,86
"5875",0.05,-0.0011,5875,128,125,86
"5876",0.1,-0.0011,5876,128,125,86
"5877",0.15,-0.0011,5877,128,125,86
"5878",0.2,-0.0011,5878,127,124,86
"5879",0.25,-0.0011,5879,128,125,86
"5880",0.3,-0.0011,5880,129,126,86
"5881",0,-2e-04,5881,539,462,473
"5882",0.05,-2e-04,5882,539,462,473
"5883",0.1,-2e-04,5883,539,546,473
"5884",0.15,-2e-04,5884,540,599,473
"5885",0.2,-2e-04,5885,536,541,473
"5886",0.25,-2e-04,5886,541,462,473
"5887",0.3,-2e-04,5887,538,548,473
"5888",0,-3e-04,5888,370,369,314
"5889",0.05,-3e-04,5889,370,369,314
"5890",0.1,-3e-04,5890,370,369,314
"5891",0.15,-3e-04,5891,370,369,314
"5892",0.2,-3e-04,5892,371,369,314
"5893",0.25,-3e-04,5893,370,368,314
"5894",0.3,-3e-04,5894,372,371,314
"5895",0,-4e-04,5895,296,298,236
"5896",0.05,-4e-04,5896,295,208,236
"5897",0.1,-4e-04,5897,295,298,236
"5898",0.15,-4e-04,5898,295,210,236
"5899",0.2,-4e-04,5899,295,296,236
"5900",0.25,-4e-04,5900,299,207,236
"5901",0.3,-4e-04,5901,296,206,236
"5902",0,-5e-04,5902,234,232,189
"5903",0.05,-5e-04,5903,235,233,189
"5904",0.1,-5e-04,5904,234,232,189
"5905",0.15,-5e-04,5905,235,234,189
"5906",0.2,-5e-04,5906,236,234,189
"5907",0.25,-5e-04,5907,235,233,189
"5908",0.3,-5e-04,5908,236,235,189
"5909",0,-6e-04,5909,202,203,157
"5910",0.05,-6e-04,5910,202,203,157
"5911",0.1,-6e-04,5911,202,203,157
"5912",0.15,-6e-04,5912,203,202,157
"5913",0.2,-6e-04,5913,204,205,157
"5914",0.25,-6e-04,5914,202,201,157
"5915",0.3,-6e-04,5915,203,205,157
"5916",0,-7e-04,5916,190,106,135
"5917",0.05,-7e-04,5917,190,105,135
"5918",0.1,-7e-04,5918,190,105,135
"5919",0.15,-7e-04,5919,190,104,135
"5920",0.2,-7e-04,5920,190,105,135
"5921",0.25,-7e-04,5921,191,189,135
"5922",0.3,-7e-04,5922,191,106,135
"5923",0,-8e-04,5923,162,159,118
"5924",0.05,-8e-04,5924,162,159,118
"5925",0.1,-8e-04,5925,161,159,118
"5926",0.15,-8e-04,5926,162,159,118
"5927",0.2,-8e-04,5927,162,159,118
"5928",0.25,-8e-04,5928,162,159,118
"5929",0.3,-8e-04,5929,163,160,118
"5930",0,-9e-04,5930,157,155,105
"5931",0.05,-9e-04,5931,157,155,105
"5932",0.1,-9e-04,5932,157,155,105
"5933",0.15,-9e-04,5933,156,155,105
"5934",0.2,-9e-04,5934,157,155,105
"5935",0.25,-9e-04,5935,157,75,105
"5936",0.3,-9e-04,5936,157,76,105
"5937",0,-0.001,5937,141,73,95
"5938",0.05,-0.001,5938,142,73,95
"5939",0.1,-0.001,5939,140,73,95
"5940",0.15,-0.001,5940,144,73,95
"5941",0.2,-0.001,5941,139,73,95
"5942",0.25,-0.001,5942,147,73,95
"5943",0.3,-0.001,5943,144,73,95
"5944",0,-0.0011,5944,128,125,86
"5945",0.05,-0.0011,5945,128,125,86
"5946",0.1,-0.0011,5946,128,125,86
"5947",0.15,-0.0011,5947,128,125,86
"5948",0.2,-0.0011,5948,128,125,86
"5949",0.25,-0.0011,5949,128,125,86
"5950",0.3,-0.0011,5950,127,123,86
"5951",0,-2e-04,5951,539,462,473
"5952",0.05,-2e-04,5952,539,543,473
"5953",0.1,-2e-04,5953,542,462,473
"5954",0.15,-2e-04,5954,545,462,473
"5955",0.2,-2e-04,5955,539,542,473
"5956",0.25,-2e-04,5956,546,462,473
"5957",0.3,-2e-04,5957,540,462,473
"5958",0,-3e-04,5958,370,369,314
"5959",0.05,-3e-04,5959,370,368,314
"5960",0.1,-3e-04,5960,370,369,314
"5961",0.15,-3e-04,5961,370,368,314
"5962",0.2,-3e-04,5962,371,370,314
"5963",0.25,-3e-04,5963,370,368,314
"5964",0.3,-3e-04,5964,370,369,314
"5965",0,-4e-04,5965,296,298,236
"5966",0.05,-4e-04,5966,296,212,236
"5967",0.1,-4e-04,5967,296,298,236
"5968",0.15,-4e-04,5968,295,297,236
"5969",0.2,-4e-04,5969,299,207,236
"5970",0.25,-4e-04,5970,295,297,236
"5971",0.3,-4e-04,5971,296,300,236
"5972",0,-5e-04,5972,234,232,189
"5973",0.05,-5e-04,5973,235,232,189
"5974",0.1,-5e-04,5974,234,232,189
"5975",0.15,-5e-04,5975,234,232,189
"5976",0.2,-5e-04,5976,235,233,189
"5977",0.25,-5e-04,5977,235,232,189
"5978",0.3,-5e-04,5978,236,234,189
"5979",0,-6e-04,5979,202,203,157
"5980",0.05,-6e-04,5980,202,203,157
"5981",0.1,-6e-04,5981,203,203,157
"5982",0.15,-6e-04,5982,203,203,157
"5983",0.2,-6e-04,5983,202,204,157
"5984",0.25,-6e-04,5984,204,204,157
"5985",0.3,-6e-04,5985,203,203,157
"5986",0,-7e-04,5986,190,106,135
"5987",0.05,-7e-04,5987,190,105,135
"5988",0.1,-7e-04,5988,190,105,135
"5989",0.15,-7e-04,5989,190,106,135
"5990",0.2,-7e-04,5990,190,106,135
"5991",0.25,-7e-04,5991,190,106,135
"5992",0.3,-7e-04,5992,189,107,135
"5993",0,-8e-04,5993,162,159,118
"5994",0.05,-8e-04,5994,162,159,118
"5995",0.1,-8e-04,5995,162,159,118
"5996",0.15,-8e-04,5996,162,160,118
"5997",0.2,-8e-04,5997,162,159,118
"5998",0.25,-8e-04,5998,162,159,118
"5999",0.3,-8e-04,5999,162,159,118
"6000",0,-9e-04,6000,157,155,105
"6001",0.05,-9e-04,6001,157,155,105
"6002",0.1,-9e-04,6002,157,155,105
"6003",0.15,-9e-04,6003,157,155,105
"6004",0.2,-9e-04,6004,156,74,105
"6005",0.25,-9e-04,6005,156,155,105
"6006",0.3,-9e-04,6006,157,76,105
"6007",0,-0.001,6007,141,73,95
"6008",0.05,-0.001,6008,141,73,95
"6009",0.1,-0.001,6009,141,72,95
"6010",0.15,-0.001,6010,153,72,95
"6011",0.2,-0.001,6011,141,73,95
"6012",0.25,-0.001,6012,139,74,95
"6013",0.3,-0.001,6013,139,73,95
"6014",0,-0.0011,6014,128,125,86
"6015",0.05,-0.0011,6015,128,125,86
"6016",0.1,-0.0011,6016,128,125,86
"6017",0.15,-0.0011,6017,128,125,86
"6018",0.2,-0.0011,6018,129,126,86
"6019",0.25,-0.0011,6019,128,125,86
"6020",0.3,-0.0011,6020,128,125,86
"6021",0,-2e-04,6021,539,462,473
"6022",0.05,-2e-04,6022,540,462,473
"6023",0.1,-2e-04,6023,538,541,473
"6024",0.15,-2e-04,6024,540,462,473
"6025",0.2,-2e-04,6025,540,599,473
"6026",0.25,-2e-04,6026,599,599,473
"6027",0.3,-2e-04,6027,544,461,473
"6028",0,-3e-04,6028,370,369,314
"6029",0.05,-3e-04,6029,370,369,314
"6030",0.1,-3e-04,6030,370,369,314
"6031",0.15,-3e-04,6031,370,369,314
"6032",0.2,-3e-04,6032,370,368,314
"6033",0.25,-3e-04,6033,371,370,314
"6034",0.3,-3e-04,6034,371,370,314
"6035",0,-4e-04,6035,296,298,236
"6036",0.05,-4e-04,6036,296,212,236
"6037",0.1,-4e-04,6037,297,207,236
"6038",0.15,-4e-04,6038,298,213,236
"6039",0.2,-4e-04,6039,299,207,236
"6040",0.25,-4e-04,6040,297,303,236
"6041",0.3,-4e-04,6041,296,297,236
"6042",0,-5e-04,6042,234,232,189
"6043",0.05,-5e-04,6043,234,232,189
"6044",0.1,-5e-04,6044,235,232,189
"6045",0.15,-5e-04,6045,234,232,189
"6046",0.2,-5e-04,6046,235,233,189
"6047",0.25,-5e-04,6047,237,240,189
"6048",0.3,-5e-04,6048,235,234,189
"6049",0,-6e-04,6049,202,203,157
"6050",0.05,-6e-04,6050,202,203,157
"6051",0.1,-6e-04,6051,203,203,157
"6052",0.15,-6e-04,6052,203,204,157
"6053",0.2,-6e-04,6053,204,206,157
"6054",0.25,-6e-04,6054,204,204,157
"6055",0.3,-6e-04,6055,204,204,157
"6056",0,-7e-04,6056,190,106,135
"6057",0.05,-7e-04,6057,190,106,135
"6058",0.1,-7e-04,6058,190,106,135
"6059",0.15,-7e-04,6059,190,107,135
"6060",0.2,-7e-04,6060,191,102,135
"6061",0.25,-7e-04,6061,189,104,135
"6062",0.3,-7e-04,6062,190,105,135
"6063",0,-8e-04,6063,162,159,118
"6064",0.05,-8e-04,6064,162,159,118
"6065",0.1,-8e-04,6065,161,159,118
"6066",0.15,-8e-04,6066,162,159,118
"6067",0.2,-8e-04,6067,162,159,118
"6068",0.25,-8e-04,6068,163,160,118
"6069",0.3,-8e-04,6069,161,158,118
"6070",0,-9e-04,6070,157,155,105
"6071",0.05,-9e-04,6071,157,155,105
"6072",0.1,-9e-04,6072,157,155,105
"6073",0.15,-9e-04,6073,157,155,105
"6074",0.2,-9e-04,6074,157,155,105
"6075",0.25,-9e-04,6075,23,155,105
"6076",0.3,-9e-04,6076,157,155,105
"6077",0,-0.001,6077,141,73,95
"6078",0.05,-0.001,6078,141,73,95
"6079",0.1,-0.001,6079,142,73,95
"6080",0.15,-0.001,6080,139,73,95
"6081",0.2,-0.001,6081,155,70,95
"6082",0.25,-0.001,6082,146,73,95
"6083",0.3,-0.001,6083,105,72,95
"6084",0,-0.0011,6084,128,125,86
"6085",0.05,-0.0011,6085,128,125,86
"6086",0.1,-0.0011,6086,128,125,86
"6087",0.15,-0.0011,6087,128,125,86
"6088",0.2,-0.0011,6088,128,125,86
"6089",0.25,-0.0011,6089,128,125,86
"6090",0.3,-0.0011,6090,128,125,86
"6091",0,-2e-04,6091,539,462,473
"6092",0.05,-2e-04,6092,539,542,473
"6093",0.1,-2e-04,6093,541,598,473
"6094",0.15,-2e-04,6094,539,546,473
"6095",0.2,-2e-04,6095,540,463,473
"6096",0.25,-2e-04,6096,541,544,473
"6097",0.3,-2e-04,6097,538,599,473
"6098",0,-3e-04,6098,370,369,314
"6099",0.05,-3e-04,6099,370,369,314
"6100",0.1,-3e-04,6100,370,369,314
"6101",0.15,-3e-04,6101,370,369,314
"6102",0.2,-3e-04,6102,371,369,314
"6103",0.25,-3e-04,6103,370,368,314
"6104",0.3,-3e-04,6104,370,368,314
"6105",0,-4e-04,6105,296,298,236
"6106",0.05,-4e-04,6106,296,298,236
"6107",0.1,-4e-04,6107,296,213,236
"6108",0.15,-4e-04,6108,297,299,236
"6109",0.2,-4e-04,6109,297,304,236
"6110",0.25,-4e-04,6110,296,209,236
"6111",0.3,-4e-04,6111,297,211,236
"6112",0,-5e-04,6112,234,232,189
"6113",0.05,-5e-04,6113,234,232,189
"6114",0.1,-5e-04,6114,234,232,189
"6115",0.15,-5e-04,6115,235,233,189
"6116",0.2,-5e-04,6116,233,231,189
"6117",0.25,-5e-04,6117,235,233,189
"6118",0.3,-5e-04,6118,235,235,189
"6119",0,-6e-04,6119,202,203,157
"6120",0.05,-6e-04,6120,202,203,157
"6121",0.1,-6e-04,6121,203,204,157
"6122",0.15,-6e-04,6122,202,200,157
"6123",0.2,-6e-04,6123,203,204,157
"6124",0.25,-6e-04,6124,203,203,157
"6125",0.3,-6e-04,6125,201,200,157
"6126",0,-7e-04,6126,190,106,135
"6127",0.05,-7e-04,6127,190,105,135
"6128",0.1,-7e-04,6128,190,105,135
"6129",0.15,-7e-04,6129,190,105,135
"6130",0.2,-7e-04,6130,192,102,135
"6131",0.25,-7e-04,6131,191,104,135
"6132",0.3,-7e-04,6132,189,101,135
"6133",0,-8e-04,6133,162,159,118
"6134",0.05,-8e-04,6134,162,159,118
"6135",0.1,-8e-04,6135,162,159,118
"6136",0.15,-8e-04,6136,162,159,118
"6137",0.2,-8e-04,6137,162,160,118
"6138",0.25,-8e-04,6138,162,159,118
"6139",0.3,-8e-04,6139,162,160,118
"6140",0,-9e-04,6140,157,155,105
"6141",0.05,-9e-04,6141,157,155,105
"6142",0.1,-9e-04,6142,157,155,105
"6143",0.15,-9e-04,6143,157,155,105
"6144",0.2,-9e-04,6144,156,155,105
"6145",0.25,-9e-04,6145,157,155,105
"6146",0.3,-9e-04,6146,156,155,105
"6147",0,-0.001,6147,141,73,95
"6148",0.05,-0.001,6148,141,73,95
"6149",0.1,-0.001,6149,140,73,95
"6150",0.15,-0.001,6150,153,72,95
"6151",0.2,-0.001,6151,141,71,95
"6152",0.25,-0.001,6152,139,73,95
"6153",0.3,-0.001,6153,149,72,95
"6154",0,-0.0011,6154,128,125,86
"6155",0.05,-0.0011,6155,128,125,86
"6156",0.1,-0.0011,6156,128,125,86
"6157",0.15,-0.0011,6157,127,124,86
"6158",0.2,-0.0011,6158,127,124,86
"6159",0.25,-0.0011,6159,128,125,86
"6160",0.3,-0.0011,6160,128,125,86
"6161",0,-2e-04,6161,539,462,473
"6162",0.05,-2e-04,6162,539,542,473
"6163",0.1,-2e-04,6163,540,462,473
"6164",0.15,-2e-04,6164,543,462,473
"6165",0.2,-2e-04,6165,544,462,473
"6166",0.25,-2e-04,6166,538,543,473
"6167",0.3,-2e-04,6167,543,463,473
"6168",0,-3e-04,6168,370,369,314
"6169",0.05,-3e-04,6169,370,369,314
"6170",0.1,-3e-04,6170,370,368,314
"6171",0.15,-3e-04,6171,370,369,314
"6172",0.2,-3e-04,6172,370,369,314
"6173",0.25,-3e-04,6173,371,370,314
"6174",0.3,-3e-04,6174,371,370,314
"6175",0,-4e-04,6175,296,298,236
"6176",0.05,-4e-04,6176,295,298,236
"6177",0.1,-4e-04,6177,296,213,236
"6178",0.15,-4e-04,6178,295,298,236
"6179",0.2,-4e-04,6179,296,302,236
"6180",0.25,-4e-04,6180,299,303,236
"6181",0.3,-4e-04,6181,296,302,236
"6182",0,-5e-04,6182,234,232,189
"6183",0.05,-5e-04,6183,235,233,189
"6184",0.1,-5e-04,6184,235,233,189
"6185",0.15,-5e-04,6185,235,232,189
"6186",0.2,-5e-04,6186,234,232,189
"6187",0.25,-5e-04,6187,235,232,189
"6188",0.3,-5e-04,6188,235,233,189
"6189",0,-6e-04,6189,202,203,157
"6190",0.05,-6e-04,6190,202,203,157
"6191",0.1,-6e-04,6191,203,204,157
"6192",0.15,-6e-04,6192,202,202,157
"6193",0.2,-6e-04,6193,203,203,157
"6194",0.25,-6e-04,6194,204,203,157
"6195",0.3,-6e-04,6195,203,202,157
"6196",0,-7e-04,6196,190,106,135
"6197",0.05,-7e-04,6197,190,105,135
"6198",0.1,-7e-04,6198,190,104,135
"6199",0.15,-7e-04,6199,190,105,135
"6200",0.2,-7e-04,6200,189,103,135
"6201",0.25,-7e-04,6201,190,189,135
"6202",0.3,-7e-04,6202,191,107,135
"6203",0,-8e-04,6203,162,159,118
"6204",0.05,-8e-04,6204,162,159,118
"6205",0.1,-8e-04,6205,162,160,118
"6206",0.15,-8e-04,6206,162,159,118
"6207",0.2,-8e-04,6207,162,159,118
"6208",0.25,-8e-04,6208,162,160,118
"6209",0.3,-8e-04,6209,162,159,118
"6210",0,-9e-04,6210,157,155,105
"6211",0.05,-9e-04,6211,157,155,105
"6212",0.1,-9e-04,6212,157,155,105
"6213",0.15,-9e-04,6213,157,155,105
"6214",0.2,-9e-04,6214,156,155,105
"6215",0.25,-9e-04,6215,157,156,105
"6216",0.3,-9e-04,6216,157,156,105
"6217",0,-0.001,6217,141,73,95
"6218",0.05,-0.001,6218,140,73,95
"6219",0.1,-0.001,6219,151,73,95
"6220",0.15,-0.001,6220,140,73,95
"6221",0.2,-0.001,6221,147,73,95
"6222",0.25,-0.001,6222,143,71,95
"6223",0.3,-0.001,6223,148,72,95
"6224",0,-0.0011,6224,128,125,86
"6225",0.05,-0.0011,6225,128,125,86
"6226",0.1,-0.0011,6226,128,125,86
"6227",0.15,-0.0011,6227,128,125,86
"6228",0.2,-0.0011,6228,129,125,86
"6229",0.25,-0.0011,6229,128,125,86
"6230",0.3,-0.0011,6230,128,125,86
"6231",0,-2e-04,6231,539,462,473
"6232",0.05,-2e-04,6232,539,543,473
"6233",0.1,-2e-04,6233,540,462,473
"6234",0.15,-2e-04,6234,540,599,473
"6235",0.2,-2e-04,6235,540,549,473
